CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,PCA1,PCA2
12372,72,3,1196.04,4.290459441148391,1.3862943611198906,7.0876071218751635,2,0.12638908527467083,0.506354010100615
12373,311,1,324.6,5.7430031878094825,0.6931471805599453,5.785669634128386,3,-1.6820385892190133,0.6799622535916356
12374,25,1,622.93,3.258096538021482,0.6931471805599453,6.436038182589659,0,-0.42000829962820013,-0.657943616315022
12375,11,2,335.90000000000003,2.4849066497880004,1.0986122886681096,5.819786150412507,0,-0.05153756562323516,-1.2132249644508033
12377,315,2,1548.12,5.755742213586912,1.0986122886681096,7.3454423067513295,2,-0.5716183917085478,1.415953011120973
12378,130,1,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804,2,-0.14717953307049209,1.0450963028738622
12379,82,2,753.84,4.418840607796598,1.0986122886681096,6.626505806260895,2,-0.40472627049887394,0.3065647707927107
12380,22,4,2402.31,3.1354942159291497,1.6094379124341003,7.784602232825891,1,1.1045997765150586,0.11609405519963978
12381,5,3,1399.21,1.791759469228055,1.3862943611198906,7.244377504354475,1,1.157207678096572,-1.020206479437564
12383,185,5,1583.56,5.225746673713202,1.791759469228055,7.368062045249008,2,0.271018098793506,1.3607651106874297
12384,29,2,383.73,3.4011973816621555,1.0986122886681096,5.95254178956152,0,-0.3383980944650699,-0.584082117541907
12386,338,2,401.9,5.82600010738045,1.0986122886681096,5.998688392197302,3,-1.2437329155004857,0.9696030202523903
12388,16,6,2780.66,2.833213344056216,1.9459101490553132,7.930803150780257,1,1.595637915205935,0.11006535357683324
12390,80,1,504.84000000000003,4.394449154672439,0.6931471805599453,6.226220413750358,3,-0.9551686549632793,-0.014188314951878153
12391,22,1,460.89,3.1354942159291497,0.6931471805599453,6.1353267674944725,0,-0.51718867435719,-0.8452569528294673
12393,72,4,1582.6000000000001,4.290459441148391,1.6094379124341003,7.3674560152319755,2,0.46298747117341454,0.696076791570224
12394,64,2,1080.48,4.174387269895637,1.0986122886681096,6.986085752388092,2,-0.13894915730202845,0.28269149683518835
12395,19,12,2634.78,2.995732273553991,2.5649493574615367,7.876934432351879,1,2.0694947921214344,0.43678822986852317
12397,36,2,2214.9,3.6109179126442243,1.0986122886681096,7.7034139204951595,2,0.4202463778654594,0.18701870097235473
12398,46,1,1435.66,3.8501476017100584,0.6931471805599453,7.270076254047687,2,-0.24686206961848212,0.021304159038948
12399,119,4,1033.65,4.787491742782046,1.6094379124341003,6.941818484257838,2,0.06895458609562084,0.8559598113712118
12401,303,1,69.3,5.717027701406222,0.6931471805599453,4.252771798816619,3,-2.4065288059060466,0.10477069723936662
12402,323,1,195.6,5.780743515792329,0.6931471805599453,5.281171207713066,3,-1.9381834086174543,0.5199971447275676
12403,50,1,391.7,3.9318256327243257,0.6931471805599453,5.9730459615839635,0,-0.8995215512084629,-0.39968379962370676
12405,149,1,1390.39,5.0106352940962555,0.6931471805599453,7.238058526457821,2,-0.7060680370437594,0.7451631012209131
12406,22,2,3235.9,3.1354942159291497,1.0986122886681096,8.082371360647075,1,0.7836494957477539,0.0238169489276531
12407,50,5,1507.1200000000001,3.9318256327243257,1.791759469228055,7.318619120998749,2,0.7422314142058952,0.5226430250266648
12408,33,5,2413.35,3.5263605246161616,1.791759469228055,7.789185378720289,1,1.1227672342359702,0.4371723744614381
12409,79,2,10700.86,4.382026634673881,1.0986122886681096,9.278172837118706,2,0.8797923610962521,1.2497414277114984
12410,309,2,476.83,5.736572297479192,1.0986122886681096,6.1692550206979515,3,-1.1278083301479886,0.9750928106391956
12412,75,3,1142.88,4.330733340286331,1.3862943611198906,7.042181271332972,2,0.08922109174191928,0.5153226945423511
12413,67,3,666.2,4.219507705176107,1.3862943611198906,6.503089851044537,2,-0.1265207060246066,0.24833256675624726
12414,217,3,442.41,5.384495062789089,1.3862943611198906,6.094494849927445,2,-0.767869333373812,0.8377842790761538
12415,24,19,123263.28,3.2188758248682006,2.995732273553991,11.72208594726241,4,4.21736279302217,2.1490891286145475
12417,3,9,3086.45,1.3862943611198906,2.302585092994046,8.03510078647312,4,2.5227391415623197,-0.6287783162765853
12418,113,1,668.58,4.736198448394496,0.6931471805599453,6.506650650150935,3,-0.9515250123997763,0.304630329049287
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,0,-0.7881018708258267,-0.09060034559415246
12421,16,4,639.04,2.833213344056216,1.6094379124341003,6.461530674400674,1,0.5863211635880784,-0.557742852253558
12422,96,3,683.5600000000001,4.574710978503383,1.3862943611198906,6.5287762961097995,2,-0.2500730538031269,0.4828265703389695
12423,1,8,1624.11,0.6931471805599453,2.1972245773362196,7.39333078478051,1,2.3847548706461428,-1.3434402282300737
12424,163,2,1760.96,5.099866427824199,1.0986122886681096,7.474182104762846,2,-0.25907710898350816,1.0471766848869772
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535,2,-0.7392235344125571,0.1269750477956118
12426,195,1,510.73,5.278114659230518,0.6931471805599453,6.23779714219489,3,-1.2876085373933468,0.5501076582091218
12427,22,3,494.82,3.1354942159291497,1.3862943611198906,6.206212957633809,0,0.14585881110521492,-0.5469354820838507
12428,26,8,6246.02,3.295836866004329,2.1972245773362196,8.739859829025182,1,2.0344065664700968,0.7969696790570563
12429,9,4,3388.4,2.302585092994046,1.6094379124341003,8.128408193559272,1,1.587893340652335,-0.2864980758725494
12430,43,1,216.4,3.784189633918261,0.6931471805599453,5.381738974687109,0,-1.1263539857415383,-0.7087833164269195
12431,36,15,6296.09,3.6109179126442243,2.772588722239781,8.747842900906853,4,2.4399063603011144,1.2257632840279786
12432,43,4,4359.32,3.784189633918261,1.6094379124341003,8.380300728145249,1,1.1418898727074054,0.7443708920500796
12433,1,7,13375.87,0.6931471805599453,2.0794415416798357,9.50128237507538,4,3.2877964525812264,-0.6214119318952342
12434,85,2,792.94,4.454347296253507,1.0986122886681096,6.677007891641195,2,-0.39411093850046147,0.3474768519660487
12435,80,2,7829.89,4.394449154672439,1.0986122886681096,8.965831447914955,2,0.7253953495806635,1.1437692104567159
12436,100,1,429.01000000000005,4.61512051684126,0.6931471805599453,6.063808464231149,3,-1.1173845924015966,0.06647772844315118
12437,2,18,4359.8099999999995,1.0986122886681096,2.9444389791664403,8.380413098904661,4,3.3807473138075954,-0.4329307523085613
12438,14,2,2466.85,2.70805020110221,1.0986122886681096,7.811102605220363,1,0.8171719150612285,-0.34597661679744474
12441,367,1,155.55,5.908082938168931,0.6931471805599453,5.053375447772415,3,-2.096027514595182,0.5176766030499729
12442,3,1,144.06,1.3862943611198906,0.6931471805599453,4.977147449935266,0,-0.4030450309228826,-2.3760643104860506
12444,21,5,4085.46,3.091042453358316,1.791759469228055,8.315434348580858,1,1.541399380667092,0.35307647417281984
12445,22,1,77.4,3.1354942159291497,0.6931471805599453,4.361823927356363,0,-1.3668901138875917,-1.4916834232224074
12446,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375,2,-0.5058427175986543,0.03456780529438234
12447,243,1,431.49,5.497168225293202,0.6931471805599453,6.069559204717347,3,-1.4519969806275086,0.6276248033629991
12448,44,1,365.45,3.8066624897703196,0.6931471805599453,5.903862086371859,0,-0.8847954943290748,-0.5042304219786412
12449,22,4,3596.29,3.1354942159291497,1.6094379124341003,8.187936063186958,1,1.297840705434249,0.26310575343298803
12450,156,2,197.88,5.056245805348308,1.0986122886681096,5.292701627762401,3,-1.2875602523825764,0.2243986862571993
12451,11,5,8893.52,2.4849066497880004,1.791759469228055,9.09319063574338,1,2.145865740399788,0.2523867699902837
12452,17,1,348.57,2.8903717578961645,0.6931471805599453,5.85670382774231,0,-0.5569244772030736,-1.1021737628524813
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,3,-0.9894016638097668,0.43217521851473845
12455,73,5,2339.86,4.304065093204169,1.791759469228055,7.758273662199834,2,0.8104989296467806,0.918822536877159
12456,44,3,2491.64,3.8066624897703196,1.3862943611198906,7.821097668764119,2,0.6628548803800247,0.46706945834948366
12457,82,4,1577.6399999999999,4.418840607796598,1.6094379124341003,7.36431899586117,2,0.4123809748643938,0.7763026891375805
12458,71,2,787.4,4.276666119016055,1.0986122886681096,6.670005575278565,2,-0.3295059101564753,0.23230839639523096
12461,155,1,626.88,5.049856007249537,0.6931471805599453,6.442349065407006,3,-1.102300949024099,0.4799923684092364
12462,19,2,764.14,2.995732273553991,1.0986122886681096,6.64005882361883,0,0.14608082776234146,-0.5904760835810361
12463,53,4,1152.93,3.9889840465642745,1.6094379124341003,7.050928786649383,2,0.4266453764832505,0.3896271203250188
12464,10,8,957.05,2.3978952727983707,2.1972245773362196,6.864899968675708,1,1.4795428900834757,-0.4555616876478336
12465,17,2,622.1899999999999,2.8903717578961645,1.0986122886681096,6.434851448214703,0,0.08806262690380065,-0.7320509867176567
12468,188,2,606.84,5.241747015059643,1.0986122886681096,6.4099116894393156,2,-0.8232456146192576,0.7491846955836312
12471,2,27,12115.24,1.0986122886681096,3.332204510175204,9.402301980468604,4,4.222271166516856,0.09197397589058451
12472,32,7,5128.4,3.4965075614664802,2.0794415416798357,8.542743972260244,1,1.7563162559131833,0.806007962680037
12473,54,3,2507.25,4.007333185232471,1.3862943611198906,7.827340577805722,2,0.5890929296401126,0.5965321114370972
12474,17,18,6154.04,2.8903717578961645,2.9444389791664403,8.725026537378916,4,2.860538514537419,0.8283135925879175
12475,54,1,669.38,4.007333185232471,0.6931471805599453,6.507844715787302,0,-0.6721748752916534,-0.15689680251308064
12476,16,10,4952.78,2.833213344056216,2.3978952727983707,8.507906200504475,4,2.2823451074686907,0.49809494170614743
12477,23,6,13026.48,3.1780538303479458,1.9459101490553132,9.474816251568221,1,2.2034933443959126,0.891408270042489
12478,4,1,545.99,1.6094379124341003,0.6931471805599453,6.304430520719223,0,0.14751997909503745,-1.7508503971413627
12479,11,1,418.35,2.4849066497880004,0.6931471805599453,6.0387058934304205,0,-0.3146424021450889,-1.2928235695579
12480,28,4,2885.63,3.367295829986474,1.6094379124341003,7.967845010729177,1,1.1037330578282267,0.3298027308941269
12481,23,10,5001.6,3.1780538303479458,2.3978952727983707,8.517713056263089,4,2.1551482855799757,0.720232930283502
12483,17,8,1791.78,2.8903717578961645,2.1972245773362196,7.491522766690444,1,1.5914000766656597,0.08497361168214657
12484,35,4,3836.67,3.58351893845611,1.6094379124341003,8.252620690588518,1,1.1574701839390846,0.5706454542721555
12488,10,3,1244.66,2.3978952727983707,1.3862943611198906,7.127420788916513,1,0.8693364399661102,-0.678661037604329
12489,336,1,298.93,5.820082930352362,0.6931471805599453,5.70354911409641,3,-1.7508649176738902,0.6988839729032863
12490,5,10,4859.93,1.791759469228055,2.3978952727983707,8.48898505661262,4,2.671617469230808,-0.16888591195135064
12491,39,1,424.40000000000003,3.6888794541139363,0.6931471805599453,6.053029902766137,0,-0.7682779042095531,-0.5245121497917908
12492,63,2,227.21,4.1588830833596715,1.0986122886681096,5.43026625767732,0,-0.8784264374284863,-0.2942179880446783
12493,166,2,362.79,5.117993812416755,1.0986122886681096,5.896576778075664,3,-1.021855660648011,0.48364249073865756
12494,16,6,974.2,2.833213344056216,1.9459101490553132,6.8826425781670615,1,1.0934545934475746,-0.2719801238956621
12497,82,1,953.1,4.418840607796598,0.6931471805599453,6.860768487757801,2,-0.6604801647965751,0.23255853426939285
12498,21,3,349.70000000000005,3.091042453358316,1.3862943611198906,5.859931157146132,0,-0.003045956634880858,-0.7013261959345441
12500,23,11,3258.92,3.1780538303479458,2.4849066497880004,8.089457934182345,1,2.0289369657340472,0.5983428016527217
12501,337,1,1837.05,5.823045895483019,0.6931471805599453,7.51646050602767,2,-0.8834157620284535,1.3615524781274595
12502,96,5,2995.87,4.574710978503383,1.791759469228055,8.005323689665824,2,0.8253456025889985,1.1804083057563428
12504,18,2,92.65,2.9444389791664403,1.0986122886681096,4.539564428890097,0,-0.8406664814757132,-1.3885983735484824
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514,3,-2.2786292504334935,-0.03995119003002462
12507,134,3,962.81,4.90527477843843,1.3862943611198906,6.870894179749003,2,-0.21259604176929575,0.8170403471683353
12508,26,2,398.27,3.295836866004329,1.0986122886681096,5.989637879766574,0,-0.2803264877001319,-0.6373394998418976
12509,284,1,158.5,5.652489180268651,0.6931471805599453,5.072043922224899,3,-1.9893231937946432,0.3624831278993105
12510,143,2,814.5699999999999,4.969813299576001,1.0986122886681096,6.703887255287163,2,-0.5783894028052999,0.6839818433972775
12512,66,2,138.03,4.204692619390966,1.0986122886681096,4.9346897371814515,3,-1.1333830191697267,-0.4458167915499135
12513,113,1,532.79,4.736198448394496,0.6931471805599453,6.2800025031868545,3,-1.060114213603018,0.22201903666946665
12514,267,1,1017.68,5.5909869805108565,0.6931471805599453,6.926262950537876,3,-1.077426388169636,0.9993492202174978
12515,353,1,278.7,5.869296913133774,0.6931471805599453,5.633717600207914,3,-1.8031453114409501,0.7046233214804696
12516,78,2,1186.06,4.3694478524670215,1.0986122886681096,7.07923494093117,2,-0.16892774549577239,0.4402749906373444
12517,28,4,2283.2400000000002,3.367295829986474,1.6094379124341003,7.733788644064616,1,0.9915945107759732,0.2444912064061337
12518,1,5,1840.89,0.6931471805599453,1.791759469228055,7.518547497333925,1,2.0767560547789583,-1.4571927787819774
12519,64,1,286.84,4.174387269895637,0.6931471805599453,5.662404770202222,0,-1.1411281171696463,-0.35917175169442284
12520,79,5,2307.26,4.382026634673881,1.791759469228055,7.744249272929717,2,0.7739608081021864,0.9631236011161337
12521,143,1,545.68,4.969813299576001,0.6931471805599453,6.3038636220966,3,-1.1380356746434874,0.37878372246173275
12522,39,2,156.72,3.6888794541139363,1.0986122886681096,5.060821309009427,0,-0.8756628322230623,-0.7267706531505405
12523,19,11,1622.07,2.995732273553991,2.4849066497880004,7.39207469659068,1,1.7645490402011443,0.22859534132395393
12524,9,8,3945.72,2.302585092994046,2.1972245773362196,8.280640133192094,1,2.194291413035894,5.479708074966972e-05
12526,1,3,1172.66,0.6931471805599453,1.3862943611198906,7.0678823502663235,1,1.4928469702361864,-1.780849294217945
12527,82,3,330.71000000000004,4.418840607796598,1.3862943611198906,5.80426109322242,2,-0.537577262209971,0.11995477885175804
12528,9,6,1600.63,2.302585092994046,1.9459101490553132,7.378777139654259,1,1.5341131063555327,-0.4274610457977075
12530,60,4,1440.8300000000002,4.110873864173311,1.6094379124341003,7.273668419078187,2,0.4867412769800748,0.5480688226457415
12531,15,1,125.22,2.772588722239781,0.6931471805599453,4.838026416156094,0,-0.9999322224286366,-1.5481249914992918
12532,30,1,313.83000000000004,3.4339872044851463,0.6931471805599453,5.752032810604912,0,-0.814996596027077,-0.7957763403322471
12534,131,1,981.18,4.882801922586371,0.6931471805599453,6.889774590946187,2,-0.8240400579068866,0.5371944984820802
12535,92,2,716.35,4.532599493153256,1.0986122886681096,6.575563866544399,2,-0.47264377807408975,0.3600984342703987
12536,59,1,4113.1,4.0943445622221,0.6931471805599453,8.322175377161045,2,0.16380723694044594,0.559559768729819
12538,29,1,363.95,3.4011973816621555,0.6931471805599453,5.899760357897641,0,-0.7316774500371679,-0.7627134545827677
12539,22,4,5568.35,3.1354942159291497,1.6094379124341003,8.625033629522884,1,1.507258149221341,0.4224240418671203
12540,20,17,11479.89,3.044522437723423,2.8903717578961645,9.348439193000967,4,3.0511910878958632,1.1319899790779973
12541,30,3,841.18,3.4339872044851463,1.3862943611198906,6.73599376811743,2,0.28551336577140224,-0.16464700160941542
12544,36,1,291.2,3.6109179126442243,0.6931471805599453,5.677438499316599,0,-0.9184082742202858,-0.7108248060040269
12545,75,2,832.39,4.330733340286331,1.0986122886681096,6.725501719876287,2,-0.3235969536387312,0.28680462709708454
12546,47,2,1001.5,3.8712010109078907,1.0986122886681096,6.910252159180724,2,-0.05931835344311411,0.06288821361638712
12547,198,2,151.79999999999998,5.293304824724492,1.0986122886681096,5.02912987673242,3,-1.504510764939324,0.2785795225422037
12548,166,1,67.19999999999999,5.117993812416755,0.6931471805599453,4.222444564849416,3,-2.1919390121866456,-0.2859572052322504
12550,79,1,824.83,4.382026634673881,0.6931471805599453,6.716388941200945,2,-0.7155730342680513,0.1566003585923271
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735,3,-2.0498940455080614,0.5298751801000081
12552,40,1,317.82,3.713572066704308,0.6931471805599453,5.764626680205501,0,-0.9158990140534792,-0.613982200160802
12553,8,10,3184.7400000000002,2.1972245773362196,2.3978952727983707,8.066439880109199,4,2.3140889886395937,-0.0659119919614953
12556,50,2,603.71,3.9318256327243257,1.0986122886681096,6.404749004268278,2,-0.32469738439255,-0.08293880749082949
12557,16,5,11990.960000000001,2.833213344056216,1.791759469228055,9.391991704219834,1,2.1558029271903285,0.5820575720752068
12559,311,2,500.21000000000004,5.7430031878094825,1.0986122886681096,6.217025174937796,3,-1.1073809137312578,0.9965805842919144
12560,5,2,1760.31,1.791759469228055,1.0986122886681096,7.473813129346614,1,1.0060384110972576,-1.049670280968974
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073,3,-1.818545967517213,0.5520897827305911
12562,8,7,3385.7400000000002,2.1972245773362196,2.0794415416798357,8.127623085773235,1,2.054380761653106,-0.16879903759208725
12564,261,1,402.9,5.568344503761097,0.6931471805599453,6.001167322569367,3,-1.5119878226324919,0.6478088159139601
12565,289,1,128.22,5.66988092298052,0.6931471805599453,4.86151637813002,3,-2.0968409000936106,0.2967707228470077
12566,86,1,277.85,4.465908118654584,0.6931471805599453,5.630674002835563,3,-1.267832177742312,-0.18596840695787165
12567,23,9,8322.94,3.1780538303479458,2.302585092994046,9.026890979414505,4,2.312598647487815,0.8683563670182056
12569,2,32,3089.4900000000002,1.0986122886681096,3.4965075614664802,8.036084933371718,4,3.716821943189737,-0.3414109355822418
12571,40,2,519.61,3.713572066704308,1.0986122886681096,6.255001200981438,0,-0.3129648051978559,-0.27585196091292674
12572,9,2,856.47,2.302585092994046,1.0986122886681096,6.753986193005351,0,0.46578098853495203,-0.988274408463074
12573,227,1,160.54000000000002,5.429345628954441,0.6931471805599453,5.08475279001415,3,-1.8978858041569069,0.2256847048503233
12574,316,1,182.45000000000002,5.75890177387728,0.6931471805599453,5.211942150801291,3,-1.9629976039824726,0.4809202288948537
12576,36,5,1298.1299999999999,3.6109179126442243,1.791759469228055,7.169450088645527,1,0.7935046829823735,0.26487756180133115
12577,35,3,653.85,3.58351893845611,1.3862943611198906,6.484406201775412,2,0.10778222164685054,-0.16157373416693693
12578,21,2,2311.56,3.091042453358316,1.0986122886681096,7.746110414995936,1,0.639545811257837,-0.126921249868822
12579,78,1,374.72,4.3694478524670215,0.6931471805599453,5.928844185126315,3,-1.0880817721746558,-0.13842546680006335
12580,247,1,379.7,5.5134287461649825,0.6931471805599453,5.942011663388452,3,-1.51932553596371,0.5914409126297218
12581,40,1,179.71,3.713572066704308,0.6931471805599453,5.196893536410073,0,-1.187905158410445,-0.8209160284935416
12582,239,2,351.36,5.480638923341991,1.0986122886681096,5.864653380241595,3,-1.1758557823597826,0.7018549178674893
12583,3,15,6599.24,1.3862943611198906,2.772588722239781,8.79486129098974,4,3.3133123944620246,-0.16708838305618542
12584,4,9,1344.8,1.6094379124341003,2.302585092994046,7.2047439107542175,1,2.039559109261047,-0.7900055314321706
12585,234,2,1560.02,5.459585514144159,1.0986122886681096,7.3530947327331635,2,-0.4546773540775159,1.2310350686627756
12586,17,1,196.94000000000003,2.8903717578961645,0.6931471805599453,5.2879639544685455,0,-0.8294129548654057,-1.309474535386602
12587,8,1,104.0,2.1972245773362196,0.6931471805599453,4.653960350157523,0,-0.8680533676949707,-1.9798872415273738
12588,39,1,174.89999999999998,3.6888794541139363,0.6931471805599453,5.169915651743512,0,-1.1913860230019095,-0.8463996682791051
12589,29,2,574.68,3.4011973816621555,1.0986122886681096,6.355551950762168,0,-0.14531223840244162,-0.43718839392253184
12590,211,1,9197.26,5.356586274672012,0.6931471805599453,9.126769614714933,2,0.06651060778773958,1.6528493003145128
12591,317,1,368.85,5.762051382780177,0.6931471805599453,5.913097518033877,3,-1.62827232106943,0.7384815602883962
12592,92,2,401.6,4.532599493153256,1.0986122886681096,5.9979435132056915,2,-0.7493869749982841,0.1495608034387582
12593,109,3,382.09999999999997,4.700480365792417,1.3862943611198906,5.9482960517066035,2,-0.5762910129987322,0.35096047512139017
12594,38,9,3208.2200000000003,3.6635616461296463,2.302585092994046,8.073783195942843,1,1.6702578493590106,0.8286766961004914
12596,51,2,450.27,3.9512437185814275,1.0986122886681096,6.112065829994569,0,-0.47235164524389633,-0.17731191301213658
12597,19,4,3026.48,2.995732273553991,1.6094379124341003,8.015485869294775,1,1.268674706194568,0.11166657927753834
12598,10,7,2786.68,2.3978952727983707,2.0794415416798357,7.932964987674595,1,1.8843653000043084,-0.11256306675435503
12599,29,7,888.58,3.4011973816621555,2.0794415416798357,6.790749441229205,1,0.9533740991893076,0.1070125054144859
12600,29,10,2311.04,3.4011973816621555,2.3978952727983707,7.7458855306806695,1,1.7000102005145337,0.5803391578305922
12601,190,5,472.06,5.25227342804663,1.791759469228055,6.159222230341457,2,-0.318294131817303,0.9369663687571553
12602,59,1,153.12,4.0943445622221,0.6931471805599453,5.037731519757957,3,-1.4097998701532535,-0.637591654934951
12603,22,1,613.1999999999999,3.1354942159291497,0.6931471805599453,6.420320608006722,0,-0.3806455174701685,-0.7413791589874709
12604,79,2,236.18,4.382026634673881,1.0986122886681096,5.468819346536649,3,-0.945303754552298,-0.13873502446278888
12609,78,3,964.85,4.3694478524670215,1.3862943611198906,6.873008542652302,2,-0.006638725597094561,0.4781983548856886
12610,23,4,1660.54,3.1780538303479458,1.6094379124341003,7.415500162136217,1,0.911481298443304,0.00853426249414191
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334,2,-0.38132767603031864,0.030115280360327033
12612,74,1,552.39,4.31748811353631,0.6931471805599453,6.316062997077524,0,-0.8826880165062356,-0.03022017469334811
12613,57,4,2797.03,4.060443010546419,1.6094379124341003,7.936670877112193,2,0.8236807295641327,0.7577638956100894
12614,278,1,315.6,5.631211781821365,0.6931471805599453,5.757639147446912,3,-1.6527100197845206,0.5988908314631864
12615,2,4,2093.19,1.0986122886681096,1.6094379124341003,7.646922122748847,1,1.8177072241970689,-1.2250860329331064
12616,95,2,507.9,4.564348191467836,1.0986122886681096,6.232251533594787,2,-0.649271172934851,0.2550867075899806
12617,29,1,355.53,3.4011973816621555,0.6931471805599453,5.876418387786464,0,-0.7428608015131642,-0.7712214011219514
12618,22,1,137.31,3.1354942159291497,0.6931471805599453,4.929497542636617,0,-1.094912490186974,-1.2847712925193981
12619,16,8,2892.56,2.833213344056216,2.1972245773362196,7.970242856931614,1,1.8426213331091434,0.22323535553941007
12620,15,3,1303.41,2.772588722239781,1.3862943611198906,7.17350611024579,1,0.7481027334276525,-0.4243787441463752
12621,2,20,12288.87,1.0986122886681096,3.044522437723423,9.416530624798686,4,3.967994265784459,-0.015930911702160235
12622,232,1,162.1,5.4510384535657,0.6931471805599453,5.094363509626968,3,-1.9015783415120469,0.24293686623282942
12623,276,1,269.1,5.6240175061873385,0.6931471805599453,5.59879226079857,3,-1.7260633337765194,0.5364327065175849
12624,106,2,569.13,4.672828834461906,1.0986122886681096,6.345864404999986,2,-0.6363301305220576,0.3652537740151328
12625,212,2,2313.02,5.3612921657094255,1.0986122886681096,7.746741550758622,2,-0.228482097168294,1.3122165915432724
12626,23,9,5490.11,3.1780538303479458,2.302585092994046,8.610885699859134,1,2.1132867113068055,0.716726034976073
12627,11,6,4082.53,2.4849066497880004,1.9459101490553132,8.314717089410257,1,1.912795735651012,0.029238276091611577
12628,4,3,694.81,1.6094379124341003,1.3862943611198906,6.545076634560528,1,0.891900997427849,-1.390652900144617
12630,10,2,1030.88,2.3978952727983707,1.0986122886681096,6.939137660210806,0,0.5180342956446111,-0.8603797177063361
12631,57,1,480.5,4.060443010546419,0.6931471805599453,6.17690623123818,0,-0.851044098761149,-0.24385946461282407
12633,59,4,1879.88,4.0943445622221,1.6094379124341003,7.539495031412719,2,0.6204234045882353,0.6344838844369189
12635,90,2,1509.18,4.51085950651685,1.0986122886681096,7.319984128002597,2,-0.10767005912569481,0.6176541623781376
12637,67,8,5783.7,4.219507705176107,2.1972245773362196,8.662971780028986,1,1.6442810679653792,1.354376800482927
12638,33,1,511.69,3.5263605246161616,0.6931471805599453,6.2396713740158605,0,-0.616695656361345,-0.5594891271941701
12639,239,1,366.1,5.480638923341991,0.6931471805599453,5.905634290502789,3,-1.5242127419230465,0.5573991447866393
12640,24,3,994.58,3.2188758248682006,1.3862943611198906,6.903325481902751,1,0.44795981247305156,-0.23999585884511612
12641,115,1,145.9,4.7535901911063645,0.6931471805599453,4.989752083179832,3,-1.6849370299885353,-0.23724303285591247
12642,25,3,905.26,3.258096538021482,1.3862943611198906,6.809326240590764,2,0.3879226879202891,-0.2493992760831112
12643,128,6,3041.64,4.859812404361672,1.9459101490553132,8.020480838593503,2,0.863465082182465,1.4272315856586106
12644,130,1,477.91,4.875197323201151,0.6931471805599453,6.171512688316606,3,-1.1652572835384176,0.2705743635156339
